time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
294,2048,46.11363636363637,1,-42.24517490909091,6,,,,,,,,,,,,
258,4096,46.11363636363637,2,-42.37762203409091,15,0.0003,-2.186649041622877,0.133544921875,23.931100703030825,0.011479193,3.6328158378601074,10,0.015359103679656982,0.2,-0.015138379833661019,,
,5000,,,,,0.0003,-2.18319177031517,0.02353515625,21.066269313544034,0.008509949,2.0814430713653564,20,-0.011320352554321289,0.2,-0.005271980800898746,-43.26940716505051,46.6
235,6144,46.12,3,-43.488642070000004,26,,,,,,,,,,,,
222,8192,46.12,4,-44.03985963000001,36,0.0003,-2.172369782626629,0.057470703125,13.229122149944306,0.012469058,3.07475209236145,30,-0.0008858442306518555,0.2,-0.007475488052295987,,
,10000,,,,,0.0003,-2.157465595752001,0.07392578125,7.930424787849188,0.0114653595,1.909162163734436,40,0.33262985944747925,0.2,-0.007810132975282613,-48.80458568334579,46.0
214,10240,46.17,5,-44.292513549999995,47,,,,,,,,,,,,
212,12288,46.17,6,-44.56186958,57,0.0003,-2.1543958194553854,0.080029296875,3.4476339880377056,0.010845531,1.070887804031372,50,0.7461851835250854,0.2,-0.009474601669353433,,
210,14336,46.15,7,-44.147316149999995,67,0.0003,-2.144190128147602,0.069091796875,2.711828127503395,0.009035271,0.9396997094154358,60,0.8558114171028137,0.2,-0.011233790748519823,,
,15000,,,,,0.0003,-2.1588589631021025,0.09150390625,2.8201862797141075,0.0100120185,1.200616717338562,70,0.8597370386123657,0.2,-0.01072869102936238,-42.66458652019501,46.0
206,16384,46.15,8,-43.927474369999985,79,,,,,,,,,,,,
205,18432,46.18,9,-42.99628869,89,0.0003,-2.153289530426264,0.0705078125,1.6300785828381776,0.009332418,0.4882563650608063,80,0.8930520415306091,0.2,-0.010578412414179183,,
,20000,,,,,0.0003,-2.14381235986948,0.08642578125,1.4883784031495453,0.010131599,0.590553879737854,90,0.8888082504272461,0.2,-0.011534902817220426,-43.91572803258896,46.6
203,20480,46.16,10,-43.800756789999994,100,,,,,,,,,,,,
203,22528,46.13,11,-44.56602124999999,110,0.0003,-2.1569201603531836,0.09375,1.7064540684223175,0.011183988,0.4904252886772156,100,0.8557040691375732,0.2,-0.009340704794158227,,
200,24576,46.15,12,-45.11017219,122,0.0003,-2.1660232432186604,0.14482421875,1.4085287999361753,0.011939038,0.48136410117149353,110,0.8882585167884827,0.2,-0.016856880323030055,,
,25000,,,,,0.0003,-2.159380650520325,0.093603515625,1.4316565470770002,0.01023474,0.30079686641693115,120,0.894079327583313,0.2,-0.010774339010822587,-45.45574104785919,46.0
145,26624,46.13,13,-44.695731130000006,183,,,,,,,,,,,,
116,28672,46.09,14,-43.758574180000004,245,0.0003,-2.152525546401739,0.076318359375,0.9434221635572613,0.008485204,0.3036068081855774,130,0.9049363732337952,0.2,-0.010333834777702578,,
,30000,,,,,0.0003,-2.1260857045650483,0.114990234375,0.8696826740168035,0.01205023,0.23956944048404694,140,0.928550660610199,0.2,-0.01581596258620266,-47.44835994243622,46.2
97,30720,46.11,15,-43.341846620000005,315,,,,,,,,,,,,
85,32768,46.12,16,-43.54346803999998,384,0.0003,-2.1091901630163195,0.08330078125,0.8757740132510662,0.008327409,0.14057394862174988,150,0.9184174537658691,0.2,-0.00963042888615746,,
79,34816,46.09,17,-43.65714201,439,0.0003,-2.10687720105052,0.07548828125,0.944896868057549,0.0063674496,0.13033027946949005,160,0.9238031506538391,0.2,-0.010656391087104566,,
,35000,,,,,0.0003,-2.0936153583228587,0.087109375,0.9900898994877935,0.010249257,0.15553811192512512,170,0.9214978814125061,0.2,-0.010037862576427869,-44.59701088666916,46.0
73,36864,46.13,18,-43.06314895,502,,,,,,,,,,,,
68,38912,46.19,19,-44.24066804,567,0.0003,-2.073783382028341,0.08525390625,0.9971850792877376,0.010799272,0.2408469170331955,180,0.8960781693458557,0.2,-0.00951255285035586,,
,40000,,,,,0.0003,-2.0254211191087963,0.112353515625,1.386948441527784,0.007933447,0.2903707027435303,190,0.871130645275116,0.2,-0.012530749014695175,-44.95358927249909,46.2
63,40960,46.21,20,-44.86450395000001,640,,,,,,,,,,,,
60,43008,46.17,21,-44.754383250000004,706,0.0003,-2.049343302845955,0.117919921875,1.1223736024461686,0.010694943,0.19495663046836853,200,0.9056562185287476,0.2,-0.013372809736756608,,
,45000,,,,,0.0003,-2.05415095500648,0.081396484375,0.9275072772987187,0.007825779,0.2536914646625519,210,0.9061696529388428,0.2,-0.008532994528650306,-40.62277780771255,46.0
57,45056,46.1,22,-44.108527030000005,777,,,,,,,,,,,,
56,47104,46.1,23,-43.637061859999996,828,0.0003,-2.0482798740267754,0.125048828125,0.7591604947578162,0.011237534,0.1280612200498581,220,0.9142885208129883,0.2,-0.016955150809371843,,
57,49152,46.16,24,-43.280983799999994,854,0.0003,-2.0126522578299046,0.11201171875,0.7536079794634134,0.010436421,0.1759345531463623,230,0.9204782247543335,0.2,-0.014379745710175484,,
,50000,,,,,0.0003,-2.0445236541330813,0.095361328125,0.9729076645337045,0.010229347,0.15937930345535278,240,0.9180819988250732,0.2,-0.011087218401371501,-49.16526492834091,46.4
58,51200,46.2,25,-43.525994469999986,881,,,,,,,,,,,,
58,53248,46.1,26,-43.525489019999995,909,0.0003,-2.0418422032147645,0.12275390625,0.8119752121157944,0.012061752,0.12041546404361725,250,0.9128677845001221,0.2,-0.014351469714893029,,
,55000,,,,,0.0003,-2.003455028310418,0.109716796875,1.0550255545414984,0.0080810785,0.29631978273391724,260,0.9020899534225464,0.2,-0.012936605821596458,-45.271515691280364,46.0
58,55296,46.1,27,-43.90428892,940,,,,,,,,,,,,
59,57344,46.14,28,-44.94940907,971,0.0003,-2.028840774297714,0.07392578125,1.137183781247586,0.008491686,0.30810117721557617,270,0.8969506025314331,0.2,-0.011645269181462936,,
59,59392,46.14,29,-44.693155940000004,998,0.0003,-2.032015337049961,0.102685546875,0.8034706130623818,0.009639202,0.37118691205978394,280,0.9216155409812927,0.2,-0.010645804399973712,,
,60000,,,,,0.0003,-2.0209918670356273,0.0921875,0.8463843139819801,0.00866423,0.1736428439617157,290,0.9211139678955078,0.2,-0.012676326232030988,-43.15283066034317,46.0
59,61440,46.13,30,-43.83591169999999,1030,,,,,,,,,,,,
60,63488,46.13,31,-43.701790200000005,1054,0.0003,-2.028069109842181,0.123486328125,0.8726087781134992,0.010930836,0.07479992508888245,300,0.9164063334465027,0.2,-0.012747352670703548,,
,65000,,,,,0.0003,-2.0311301976442335,0.113427734375,0.9307272015139461,0.012251999,0.15611889958381653,310,0.896605908870697,0.2,-0.01283079335698858,-46.229629528522494,46.0
60,65536,46.06,32,-42.86639711,1079,,,,,,,,,,,,
61,67584,46.1,33,-43.23132344,1104,0.0003,-2.006010492891073,0.127099609375,0.7007808967959136,0.0110543445,0.07875129580497742,320,0.8941686749458313,0.2,-0.015132695809006691,,
61,69632,46.15,34,-44.35017523,1130,0.0003,-2.031185977905989,0.1970703125,0.5805903742555529,0.015062579,0.11248362809419632,330,0.917617678642273,0.2,-0.01933794523938559,,
,70000,,,,,0.0003,-2.0570718117058275,0.113720703125,0.9146783710457385,0.009921757,0.162708580493927,340,0.9069012403488159,0.2,-0.010908313156687655,-40.48085219860077,46.2
61,71680,46.12,35,-44.35583041000001,1158,,,,,,,,,,,,
61,73728,46.1,36,-43.71629620999999,1190,0.0003,-2.024800630658865,0.10703125,0.9223828895017505,0.008592079,0.2622752785682678,350,0.9090029001235962,0.2,-0.012602608164888807,,
,75000,,,,,0.0003,-2.0381829388439656,0.11259765625,0.8689584754407406,0.011473335,0.08186285197734833,360,0.9066054224967957,0.2,-0.014605385491449852,-45.37417100667953,46.0
62,75776,46.07,37,-44.00163243,1216,,,,,,,,,,,,
62,77824,46.09,38,-43.719212259999985,1252,0.0003,-2.007702251896262,0.118603515625,0.7456474849488586,0.010291621,0.12926198542118073,370,0.9103730916976929,0.2,-0.012894624441105406,,
61,79872,46.19,39,-43.572183159999994,1289,0.0003,-2.010100028291345,0.10859375,0.944221680611372,0.010082154,0.1615353524684906,380,0.9181658029556274,0.2,-0.012413699497119523,,
,80000,,,,,0.0003,-2.0501386053860187,0.132275390625,0.7920044495724141,0.010458482,0.14509797096252441,390,0.9156237244606018,0.2,-0.015251192505820655,-43.77781298160553,46.2
61,81920,46.26,40,-43.601974119999994,1329,,,,,,,,,,,,
61,83968,46.19,41,-43.10812283999999,1363,0.0003,-2.0043984446674585,0.158056640625,0.7463674180675298,0.01250294,0.12921065092086792,400,0.8923113942146301,0.2,-0.02180638440331677,,
,85000,,,,,0.0003,-1.9863719820976258,0.144775390625,0.6953673071227968,0.016539302,0.04865273833274841,410,0.9260417819023132,0.2,-0.014510506080114283,-48.533995389938354,46.0
61,86016,46.13,42,-43.17963363999999,1403,,,,,,,,,,,,
61,88064,46.14,43,-43.34385131999999,1436,0.0003,-1.9747452910989522,0.14140625,0.6347285992000252,0.01399354,0.04412054270505905,420,0.9034432768821716,0.2,-0.01501441907021217,,
,90000,,,,,0.0003,-1.9369018238037825,0.13818359375,0.7427093128673732,0.012192892,0.1875854730606079,430,0.9158616065979004,0.2,-0.01551352304231841,-42.93029072284698,46.6
61,90112,46.15,44,-43.71137961,1473,,,,,,,,,,,,
60,92160,46.18,45,-43.48492437,1513,0.0003,-1.9341439478099347,0.0763671875,0.7979914092924446,0.009078091,0.20805886387825012,440,0.908078134059906,0.2,-0.011981118289986626,,
60,94208,46.21,46,-44.05125665999999,1549,0.0003,-1.8972602281719446,0.14814453125,0.9459688173606992,0.009881782,0.12608560919761658,450,0.9001501798629761,0.2,-0.017054672501399182,,
,95000,,,,,0.0003,-1.8589359764009714,0.117333984375,0.7039005842059851,0.010114387,0.2761790156364441,460,0.9234691858291626,0.2,-0.014691179440706036,-39.78451588153839,46.0
60,96256,46.16,47,-43.843955980000004,1584,,,,,,,,,,,,
60,98304,46.19,48,-44.77281150999999,1625,0.0003,-1.8779443882405757,0.124169921875,0.7902899854816496,0.012319845,0.1309356987476349,470,0.9070755243301392,0.2,-0.011481799659668468,,
,100000,,,,,0.0003,-1.867036446928978,0.086083984375,1.0808693954721094,0.008805718,0.24831411242485046,480,0.8855026364326477,0.2,-0.010896478715585545,-42.03948373794556,46.0
60,100352,46.18,49,-44.569223650000005,1668,,,,,,,,,,,,
